WKT,highway,name,surface,maxspeed,service,lit,oneway,access,foot,lcn,ref,bicycle,est_width,sidewalk,is_in,is_in:county,segregated,lanes,is_in:city,cycleway,addr:postcode,motor_vehicle,layer,bridge,tracktype,traffic_calming,path,abutters
"LINESTRING (-1.1351697 52.9455462,-1.1350544 52.9455737,-1.1348666 52.9455769,-1.134762 52.9455834,-1.1347272 52.9456109,-1.1347111 52.9457692,-1.1347325 52.9460828)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1349023 52.9453094,-1.1346599 52.9453123,-1.1345456 52.9453397,-1.1344872 52.9453744,-1.1344098 52.9454266,-1.1343745 52.9455025,-1.1343729 52.9455707,-1.1344075 52.9456387,-1.134498 52.9457065,-1.1345825 52.945724,-1.134732 52.945727,-1.1357232 52.9457211,-1.1358389 52.9457465,-1.1359129 52.9457805,-1.1359611 52.9458177,-1.1359931 52.9458974,-1.1360047 52.9462161)",service,,,,,,,private,,,,,,,,,,,,,,,,yes,,,,
"LINESTRING (-1.1360047 52.9462161,-1.1359878 52.9462829,-1.1359342 52.9463446,-1.1358617 52.9463672,-1.1357706 52.9463705,-1.135682 52.9463511,-1.1356177 52.9463058,-1.1355935 52.9462412,-1.1355989 52.946128,-1.1355855 52.9457418,-1.1355908 52.945627,-1.1355533 52.9455737,-1.1354862 52.9455575,-1.1352851 52.9455608,-1.1351697 52.9455462,-1.1351295 52.9454898,-1.1351214 52.9454137,-1.1351321 52.94537,-1.135151 52.9453453)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1364448 52.9453052,-1.136146 52.9453636,-1.1360092 52.945391,-1.1358859 52.9454234,-1.1356606 52.9454234,-1.1354621 52.9453927,-1.135151 52.9453453,-1.1349023 52.9453094)",service,,,,,,yes,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1362535 52.9456415,-1.1378599 52.9456115)",service,,,5 mph,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1373273 52.9482222,-1.1373397 52.9476504,-1.1371037 52.9476456)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1375578 52.9481021,-1.1382866 52.9481191,-1.1382844 52.9481776,-1.1382831 52.9482106,-1.1381283 52.9482306,-1.1375543 52.9482241,-1.1373273 52.9482222,-1.1370957 52.9482161,-1.1368866 52.9482112)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1375543 52.9482241,-1.1375578 52.9481021,-1.1375704 52.9476553,-1.1373397 52.9476504)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1368208 52.9483928,-1.1369493 52.9483876,-1.138524 52.9483237,-1.13873 52.9483185,-1.1387919 52.9483185,-1.1388416 52.9483185,-1.1388805 52.9483224,-1.1389119 52.9483364,-1.1389415 52.9483558,-1.1389777 52.9483985,-1.1390212 52.9484255)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1382844 52.9481776,-1.1387887 52.9481815)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1387887 52.9481815,-1.1387919 52.9483185)",service,,,,parking_aisle,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1387655 52.9484915,-1.1388352 52.948466,-1.1390212 52.9484255,-1.139226 52.9483748,-1.1393838 52.9483117,-1.139404 52.9483051,-1.1395525 52.9482327,-1.1396484 52.9481947)",unclassified,The Great Northern Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.139304 52.9482197,-1.1393585 52.9482677,-1.1393838 52.9483117)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1394997 52.9483866,-1.1394774 52.948373,-1.1394306 52.9483401,-1.139404 52.9483051)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1397632 52.9482801,-1.13979 52.9482697)",footway,,asphalt,,,yes,,,yes,yes,,yes,1.75,,,,,,,,,,1,,,,,
"LINESTRING (-1.1395847 52.9477328,-1.139574 52.9480658,-1.1393138 52.9481883,-1.1387887 52.9481815)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1397831 52.9481987,-1.1396484 52.9481947)",cycleway,,,,,,,,no,,,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1396484 52.9481947,-1.1397801 52.9481725)",unclassified,The Great Northern Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1399632 52.9474012,-1.1396315 52.947397)",track,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1399483 52.9473321,-1.1396251 52.9473272)",track,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1399523 52.9472912,-1.1396291 52.9472864)",track,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1399483 52.9472468,-1.1396251 52.9472419)",track,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1375894 52.9469385,-1.1375892 52.9468771,-1.1375892 52.9467906)",service,,,5 mph,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1378263 52.9466054,-1.1377883 52.9466077,-1.1376549 52.9466161,-1.1375261 52.9466621,-1.1371573 52.9466993,-1.1371426 52.9467397,-1.1371493 52.9467793,-1.137219 52.9468472,-1.1375894 52.9469385,-1.1377635 52.9469821,-1.137797 52.9469765,-1.1378158 52.9469563,-1.1378081 52.9467478,-1.1377997 52.9466419,-1.1378051 52.9466233,-1.1378263 52.9466054)",service,,,5 mph,parking_aisle,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.137329 52.9468035,-1.1375892 52.9467906,-1.137683 52.9467469,-1.1378081 52.9467478)",service,,,5 mph,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.138123 52.9465886,-1.138127 52.9467906)",service,,,5 mph,parking_aisle,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392454 52.9471898,-1.1391141 52.9472132,-1.1389115 52.9472164,-1.1386889 52.9472156,-1.1383282 52.9471987,-1.1381189 52.9471195,-1.1379433 52.9470153,-1.1378158 52.9469563)",service,,,,alley,,yes,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392443 52.9465307,-1.1391489 52.9465466,-1.1384878 52.9465749,-1.138123 52.9465886,-1.1378263 52.9466054)",service,,,5 mph,,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1393956 52.9467818,-1.1394788 52.9468148,-1.1394667 52.9471858,-1.1392454 52.9471898,-1.1392461 52.947134,-1.1392602 52.9468035)",service,,,,parking_aisle,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392602 52.9468035,-1.1393956 52.9467818)",service,,,,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392602 52.9468035,-1.1392441 52.9467616,-1.1392441 52.9467291,-1.1392455 52.9466904,-1.1393501 52.9467276,-1.1393956 52.9467818)",service,,,,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392443 52.9465307,-1.1392414 52.9465724,-1.1392401 52.9465935,-1.1392455 52.9466904)",service,,,,,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383252 52.9462935,-1.1385522 52.9462904,-1.1388123 52.9462856,-1.1389089 52.9462724)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392443 52.9465307,-1.1391678 52.9464965,-1.1391422 52.94649,-1.1390255 52.946452,-1.1388445 52.946456,-1.1387023 52.9464472,-1.1385923 52.9464383,-1.1388136 52.9463882,-1.1388941 52.9463781,-1.1389277 52.9463748,-1.1390618 52.946385,-1.1391268 52.946408,-1.1393488 52.9464795)",service,,,5 mph,,,yes,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383309 52.9464487,-1.1383282 52.9463955,-1.1383252 52.9462935,-1.1383246 52.9461569,-1.1383242 52.9460553,-1.138316 52.9460164,-1.1382881 52.945884,-1.1388029 52.9458718,-1.1389142 52.945905,-1.1389127 52.9460138,-1.1389107 52.9461488,-1.1389089 52.9462724,-1.1389089 52.9462759,-1.1389196 52.9463365,-1.1389277 52.9463748)",service,,,,parking_aisle,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383246 52.9461569,-1.1389107 52.9461488)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.138316 52.9460164,-1.1389127 52.9460138)",service,,,,parking_aisle,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392443 52.9465307,-1.1392924 52.9465025,-1.1393488 52.9464795)",service,,,5 mph,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1394756 52.9465179,-1.1393939 52.9465283,-1.1392443 52.9465307)",service,,,5 mph,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1393488 52.9464795,-1.1393742 52.9464872,-1.1394756 52.9465179)",service,,,5 mph,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1395338 52.94641,-1.1395222 52.946162,-1.139059 52.9461627)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1399438 52.946507,-1.1398893 52.946508,-1.1394756 52.9465179)",unclassified,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1400414 52.9483335,-1.1400466 52.9482962,-1.1400465 52.948283,-1.1400448 52.9482739,-1.1400389 52.9482607,-1.1400313 52.9482536)",footway,,,,,,,,yes,yes,,yes,,,,,,,,,,,1,,,,,
"LINESTRING (-1.13979 52.9482697,-1.1398231 52.9482637,-1.1399962 52.948253,-1.1400313 52.9482536)",footway,,asphalt,,,yes,,,yes,yes,,yes,1.75,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1397846 52.9482218,-1.1400273 52.9482156)",footway,,asphalt,,,yes,,,yes,yes,,yes,1.75,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1400257 52.9481978,-1.1397831 52.9481987)",cycleway,,,,,,,,no,,,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1397801 52.9481725,-1.1397956 52.948172,-1.1400229 52.94817)",unclassified,The Great Northern Close,,,,,,,,,,,,,,,,,,,,,1,yes,,,,
"LINESTRING (-1.1400988 52.9482171,-1.1400257 52.9481978)",cycleway,,,,,,,,no,,,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1400229 52.94817,-1.1400988 52.9482171)",cycleway,,,,,,yes,,no,,,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1400229 52.94817,-1.1401468 52.9481503)",unclassified,The Great Northern Close,,,,,,,,,,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1401559 52.9477337,-1.1401612 52.9477666)",trunk,London Road,,,,,,,,,A60,,,,,,,,,,,,1,,,,,
"LINESTRING (-1.1400977 52.9470779,-1.1401559 52.9477337)",trunk,London Road,asphalt,30 mph,,yes,no,,,,A60,,,both,,,,5,,,,,2,yes,,,,
"LINESTRING (-1.1400949 52.9470428,-1.1400977 52.9470779)",trunk,London Road,asphalt,30 mph,,,,,,,A60,,,both,,,,5,,,,,1,,,,,
"LINESTRING (-1.1400949 52.9470428,-1.140075 52.9468288,-1.1400254 52.9466899,-1.1400296 52.9466305,-1.1400301 52.9465869,-1.140036 52.9465146,-1.1400461 52.9462257,-1.1400772 52.9460955)",trunk,London Road,asphalt,30 mph,,yes,yes,,,,A60,,,left,,,,,,,,,,,,,,
"LINESTRING (-1.140036 52.9465146,-1.1399438 52.946507)",unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1389926 52.945648,-1.1394453 52.9456399,-1.1394563 52.9458218,-1.1390381 52.9458305)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1712899 52.9579249,-1.1712766 52.9578979,-1.1712607 52.9578576,-1.1712365 52.9577578,-1.1708783 52.9562281,-1.1707893 52.9558517)",unclassified,Garden Street,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1718814 52.9558101,-1.1719978 52.9563816,-1.1721635 52.9571527,-1.1722892 52.9577014,-1.1723667 52.9579233)",unclassified,Norton Street,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1721635 52.9571527,-1.1723788 52.9571515,-1.1726175 52.957145,-1.1732747 52.9570933,-1.1734194 52.9570667,-1.1734678 52.9570319,-1.1735027 52.9569932,-1.1735214 52.9569447,-1.1734061 52.9563535,-1.1733628 52.9563321,-1.173316 52.9563207,-1.17323 52.9563161,-1.1719978 52.9563816)",unclassified,Bloomsgrove Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1746607 52.9560208,-1.1746064 52.9557123)",unclassified,Bulwer Road,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1745514 52.9563155,-1.1749813 52.9562896,-1.175135 52.9562804)",residential,Graham Street,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1749813 52.9562896,-1.1750788 52.9567963,-1.1751239 52.9570781,-1.1751582 52.9573884,-1.1751754 52.9575332)",residential,Graham Street,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1756487 52.9556777,-1.1755021 52.9556843,-1.1746064 52.9557123,-1.1731296 52.9557608,-1.1726432 52.9557826,-1.1718814 52.9558101,-1.1716012 52.9558211,-1.1713396 52.9558344,-1.1711738 52.9558406,-1.1707893 52.9558517,-1.1704374 52.9558661,-1.169937 52.9558949,-1.1696456 52.9559125,-1.1691281 52.9559576,-1.1689219 52.9559814,-1.1680234 52.9560921,-1.16779 52.9561191,-1.1675772 52.9561333,-1.167287 52.9561488,-1.1671115 52.956144,-1.1669459 52.9561427,-1.1668503 52.9561389,-1.166568 52.9561285,-1.166505 52.9561259)",primary,Ilkeston Road,asphalt,30 mph,,yes,,,,,A609,,,both,,,,4,,,,,,,,,,
"LINESTRING (-1.1753642 52.9562508,-1.1757418 52.956225)",residential,Ruskin Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1765671 52.9603519,-1.1765437 52.9601883,-1.1764846 52.9598304,-1.1763968 52.959433,-1.1763629 52.9592937,-1.1763168 52.9590672,-1.1762288 52.9586593,-1.1760383 52.9578776,-1.176022 52.9577967,-1.1759393 52.9574091,-1.1758792 52.9570264,-1.1758191 52.9566335,-1.1757418 52.956225,-1.175684 52.9558678,-1.175668 52.9557819,-1.1756487 52.9556777)",primary,Radford Boulevard,asphalt,30 mph,,yes,,,,,A6130,,,both,,,,2,,,,,,,,,,
"LINESTRING (-1.1859575 52.9605962,-1.1859421 52.9606366,-1.1859047 52.9606713,-1.1858564 52.9606941,-1.1857613 52.9607093,-1.1856935 52.9607024,-1.1856336 52.960682,-1.1855899 52.9606513,-1.1855653 52.9606126,-1.1855663 52.9605647,-1.1855923 52.9605263,-1.1856482 52.9604915,-1.1857108 52.9604744,-1.1857794 52.9604713,-1.1858172 52.9604759,-1.1858786 52.9604946,-1.1859277 52.9605269,-1.1859535 52.9605653,-1.1859575 52.9605962)",residential,Ainsley Road,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1857586 52.9642615,-1.1859946 52.962991)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1859963 52.9649181,-1.1845093 52.964706,-1.1844003 52.9646892)",track,South Avenue,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1860477 52.9624291,-1.1859399 52.9629907)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.186162 52.9643345,-1.1857586 52.9642615,-1.184977 52.9641003)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1868154 52.9630411,-1.1859946 52.962991,-1.1859399 52.9629907,-1.1851781 52.9629529,-1.1850833 52.962954,-1.1847431 52.9629594,-1.1846651 52.9629633)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.186162 52.9643345,-1.1866883 52.9637138,-1.1868154 52.9630411)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1873406 52.9622578,-1.1846198 52.9620459)",track,,,,,,,private,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.176575 52.9559111,-1.1764655 52.9559175)",residential,Forster Street,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1764903 52.9560666,-1.1764655 52.9559175,-1.1764527 52.9558402,-1.1764258 52.9556431)",residential,Forster Street,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1770023 52.9556201,-1.1770342 52.9558378,-1.1770796 52.9561416,-1.1770977 52.9562423,-1.1771936 52.956776)",residential,Redoubt Street,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1781952 52.9560638,-1.1781906 52.9561085,-1.1782011 52.9561783,-1.1782749 52.9567152)",residential,Cleveland Close,,,,,,,,,,,,,,,,,,,NG7 3BU,,,,,,,
"LINESTRING (-1.1775195 52.9561173,-1.1770796 52.9561416)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1772467 52.955758,-1.1772569 52.9558248,-1.1770342 52.9558378)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1788692 52.9557685,-1.1788746 52.9558031,-1.1789277 52.9560493,-1.1789333 52.956142,-1.1790271 52.956667)",residential,Lismore Close,,,,,,,,,,,,,,,,,,,NG7 3BW,,,,,,,
"LINESTRING (-1.1784691 52.9558297,-1.1785796 52.9558202,-1.1787748 52.9558055,-1.178807 52.9557748)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.178984 52.955757,-1.1788692 52.9557685,-1.178807 52.9557748)",residential,Lismore Close,,,,,,,,,,,,,,,,,,,NG7 3BW,,,,,,,
"LINESTRING (-1.1797618 52.9557582,-1.1798798 52.9560989,-1.1798791 52.9561031,-1.1798669 52.9561439,-1.1797766 52.9566316)",residential,Hopedale Close,,,,,,,,,,,,,,,,,,,NG7 3BZ,,,,,,,
"LINESTRING (-1.1803868 52.955723,-1.1800934 52.9557359,-1.1800467 52.9557359,-1.179845 52.955736,-1.1797618 52.9557582)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1810193 52.9564764,-1.1808796 52.9563801,-1.180806 52.9562013,-1.1807906 52.9561471,-1.1807975 52.9558445,-1.1807975 52.9558032)",residential,Auckland Close,,20 mph,,,,,,,,,,,,,,,,,NG7 3DX,,,,,,,
"LINESTRING (-1.1812405 52.9595048,-1.1812528 52.9593348,-1.1811792 52.9591912,-1.1811316 52.9591243,-1.1810621 52.959053,-1.1810369 52.9590341,-1.1809699 52.9589839,-1.1806243 52.9587475,-1.1805007 52.9586575,-1.1804158 52.9585958,-1.1802741 52.9584147,-1.1802245 52.9583005,-1.1801889 52.9582127,-1.1801582 52.9580776,-1.1801323 52.9579499,-1.1800927 52.9576995,-1.1801029 52.9575781,-1.1802095 52.9573802,-1.1802806 52.957253,-1.1803867 52.9570492,-1.1804918 52.9568939,-1.180519 52.9568434,-1.180577 52.9567719,-1.1806441 52.9566999,-1.1807446 52.9566151,-1.1808199 52.9565619,-1.1810193 52.9564764,-1.1811048 52.9564335,-1.1811384 52.9564179,-1.1814492 52.9562482,-1.1814633 52.95624,-1.1820021 52.9559271,-1.182128 52.9558483,-1.1821807 52.9558093,-1.182197 52.9557959)",tertiary,St Peter's Street,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1814454 52.9574672,-1.1814748 52.9568802,-1.1814233 52.956751,-1.1811048 52.9564335)",unclassified,Deakins Place,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1863173 52.9571982,-1.186009 52.9572097)",residential,Bridport Avenue,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1861957 52.956859,-1.1859224 52.9568724,-1.1856235 52.9568873)",residential,Chesil Avenue,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1819498 52.9564362,-1.1818801 52.9564621,-1.1818023 52.9564394,-1.1815429 52.9562913,-1.1814633 52.95624)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.182128 52.9558483,-1.1825064 52.9560084,-1.1826496 52.9560639,-1.1827115 52.9560932,-1.1830659 52.9562363,-1.1832049 52.956278,-1.1833118 52.9563145,-1.1833397 52.9563261,-1.1833739 52.9563495,-1.183398 52.9563681,-1.1834201 52.9563972,-1.1834415 52.9564275,-1.1834476 52.9564487,-1.1834535 52.9564797,-1.1834939 52.9569089,-1.1834883 52.9569689,-1.1834808 52.9570213,-1.183469 52.9570735,-1.1834376 52.9571248)",unclassified,Midland Way,asphalt,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1837819 52.9564221,-1.183565 52.9564212,-1.1834415 52.9564275)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1827316 52.95552,-1.1826979 52.95562,-1.182673 52.9556798,-1.1825906 52.9558931,-1.1825367 52.9559817,-1.1825064 52.9560084)",cycleway,,asphalt,,,yes,,,yes,,,yes,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1841855 52.9562475,-1.1841895 52.956129,-1.1841859 52.9557979,-1.18416 52.9557687,-1.1841229 52.9557502,-1.1840585 52.9557365,-1.1839793 52.955733,-1.1835472 52.9557326,-1.1831519 52.9557332,-1.1831133 52.9557412,-1.1830918 52.9557505,-1.183051 52.9557659,-1.1830107 52.9557913,-1.1828233 52.955915,-1.1827714 52.9559566,-1.1826496 52.9560639)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1838878 52.956247,-1.1840513 52.9562473,-1.1841855 52.9562475,-1.1843303 52.9562478)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1841999 52.9555405,-1.1840308 52.9555426,-1.1834921 52.9555482)",primary,Wollaton Road,asphalt,30 mph,,yes,,,,,A609,,,both,,,,4,,,,,,,,,,
"LINESTRING (-1.1846426 52.9555353,-1.1841999 52.9555405)",primary,Wollaton Road,asphalt,30 mph,,yes,,,,,A609,,,,,,,4,,,,,1,yes,,,,
"LINESTRING (-1.1849038 52.9562774,-1.1855309 52.9562483)",residential,Dorset Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1848803 52.9555281,-1.1849038 52.9562774,-1.1849569 52.9563362,-1.1856235 52.9568873,-1.186009 52.9572097,-1.1868829 52.9579408)",unclassified,Canterbury Road,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1855309 52.9562483,-1.1856486 52.9562321,-1.1863688 52.9561974,-1.1864968 52.9562169,-1.1867213 52.9562117,-1.18683 52.9561819,-1.1871615 52.9561723)",living_street,Dorset Street,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1871824 52.9558204,-1.1854805 52.9559087,-1.1855309 52.9562483)",residential,Medway Street,asphalt,20 mph,,yes,,,,,,,,both,,,,,,,,,,,,,,
"LINESTRING (-1.1654909 52.9661126,-1.1654177 52.9659621,-1.1651523 52.9654297,-1.1649507 52.9650032)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1657072 52.9660768,-1.1656359 52.9659252,-1.1653828 52.9653874,-1.1651831 52.9649633,-1.1649886 52.96455)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1659681 52.9660224,-1.1659003 52.9658718,-1.1656467 52.9653389,-1.1654561 52.9649164,-1.1652545 52.9644946)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.164939 52.9654689,-1.1651523 52.9654297,-1.1653828 52.9653874,-1.1656467 52.9653389,-1.1658271 52.9653085,-1.1660486 52.9652639,-1.1663036 52.9652183,-1.1665145 52.9651795,-1.1667285 52.9651402)",service,,,,,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1661491 52.9659905,-1.1660812 52.9658401,-1.1658271 52.9653085,-1.1656355 52.9648856,-1.1654253 52.9644761)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1663721 52.9659371,-1.1663065 52.9658027,-1.1660486 52.9652639,-1.1658567 52.9648476,-1.1656683 52.964444)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1667713 52.9657068,-1.1665145 52.9651795,-1.1663246 52.9647673,-1.1662027 52.9645114)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1666104 52.9658555,-1.1665592 52.965747,-1.1663036 52.9652183,-1.1661139 52.9648035,-1.1659452 52.9644468)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1667285 52.9651402,-1.1669215 52.9655582,-1.1668571 52.9656681,-1.1667713 52.9657068,-1.1665592 52.965747,-1.1663065 52.9658027,-1.1660812 52.9658401,-1.1659003 52.9658718,-1.1656359 52.9659252,-1.1654177 52.9659621,-1.1652091 52.9660041)",service,,,,,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1669705 52.9660586,-1.1664886 52.96615,-1.1664467 52.9660886,-1.1664097 52.9660099,-1.1664409 52.9659844,-1.1665207 52.9659634,-1.1666663 52.9659219,-1.1667694 52.9658836,-1.1668544 52.9658286,-1.1669349 52.9657418,-1.1670097 52.9656369,-1.1670348 52.9655121,-1.1670582 52.9654223,-1.1668623 52.9650811,-1.1668522 52.9648953)",cycleway,,asphalt,,,yes,,,,yes,,,1.75,,,,,,,track,,,,,,,,
"LINESTRING (-1.1676827 52.9658574,-1.16779 52.9659871,-1.1679384 52.9662187,-1.1680421 52.9663862,-1.1680987 52.9664775,-1.1681316 52.9665181,-1.1681557 52.9665349)",unclassified,Noel Street,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1693623 52.9658921,-1.1696693 52.9658374)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1696693 52.9658374,-1.1698686 52.966215)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1698943 52.9664107,-1.1698168 52.9663233,-1.1697764 52.9662906)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1647491 52.9645875,-1.1649507 52.9650032)",service,,,,parking_aisle,,,,,,,,,,,,,,,,NG7 6AQ,,,,,,,
"LINESTRING (-1.1659775 52.9641243,-1.1658704 52.9641468,-1.1634981 52.9646441,-1.1634695 52.9646512,-1.1633373 52.9646841,-1.1631301 52.9647356)",pedestrian,,asphalt,,,yes,,,yes,,,,,,,,,,,shared,,,,,,,,
