WKT,highway,name,surface,noname,oneway,lanes,maxspeed,ref,service,junction,source_1
"LINESTRING (-59.5722864 13.0719121,-59.5720911 13.071703,-59.5720735 13.0715877,-59.5723895 13.0707735)",residential,,,yes,,,,,,,
"LINESTRING (-59.5772291 13.0696112,-59.5771442 13.0698142,-59.5763932 13.0726463)",service,,unpaved,yes,,,,,,,
"LINESTRING (-59.5817038 13.0730584,-59.5810618 13.0729303)",residential,,,yes,,,,,,,
"LINESTRING (-59.5837636 13.0727769,-59.5837916 13.072722,-59.5838882 13.0725319,-59.5840875 13.0717783)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.5817466 13.0732919,-59.5819915 13.073267,-59.5824702 13.0731651,-59.5826083 13.0731414,-59.5827352 13.0731906,-59.5827621 13.0731878)",service,,asphalt,yes,,,,,driveway,,
"LINESTRING (-59.5827684 13.0731022,-59.5833834 13.0730604,-59.5834907 13.0730761,-59.58351 13.0731394)",service,,asphalt,yes,yes,,,,driveway,,
"LINESTRING (-59.58351 13.0731394,-59.5831026 13.0731524,-59.5827621 13.0731878)",service,,asphalt,yes,yes,,,,driveway,,
"LINESTRING (-59.58351 13.0731394,-59.583608 13.0731328,-59.5836619 13.07312,-59.5837004 13.0730858,-59.5837009 13.0729418,-59.5837636 13.0727769)",service,,asphalt,yes,,,,,driveway,,
"LINESTRING (-59.5837636 13.0727769,-59.5837232 13.072688,-59.5836739 13.0726367,-59.5836052 13.0726109,-59.5832578 13.0725599,-59.5828931 13.0725508,-59.5828391 13.0725812,-59.5828072 13.0726318,-59.5827952 13.0727389,-59.5827684 13.0731022,-59.5827621 13.0731878)",service,,,,,,,,driveway,,
"LINESTRING (-59.5819052 13.0713165,-59.58194 13.0713263,-59.5824104 13.0714545,-59.5827056 13.0715342,-59.5833045 13.0716639,-59.5837229 13.0717412,-59.5840875 13.0717783,-59.5846326 13.0718253,-59.5849794 13.0718645,-59.5853628 13.0719264,-59.5855042 13.071978,-59.5856294 13.0720328,-59.5857845 13.0721514,-59.5861125 13.072433,-59.5864305 13.0727358)",primary,Worthing Main Road,asphalt,,no,2,,H7,,,
"LINESTRING (-59.5848958 13.0733401,-59.5854954 13.0734265)",residential,,,yes,,,,,,,
"LINESTRING (-59.5869662 13.0732214,-59.5869418 13.0730478,-59.5869095 13.0728005,-59.5868669 13.072479,-59.5867936 13.0723254,-59.5866328 13.072195,-59.5864043 13.0720741,-59.5861179 13.0719853,-59.5856359 13.071921,-59.5853628 13.0719264)",residential,Skeetes Hill Road,asphalt,,,,,,,,
"LINESTRING (-59.6018184 13.0771608,-59.6021355 13.0772935,-59.6025683 13.0775157)",residential,1st Avenue Harts Gap,,,,,,,,,
"LINESTRING (-59.604637 13.077732,-59.6047607 13.0775145,-59.6048371 13.0774074,-59.6048934 13.0773512,-59.6049498 13.0773303,-59.604994 13.0773395,-59.6050369 13.0773734,-59.6050463 13.0774218,-59.6050262 13.0774884,-59.6049377 13.0776099,-59.6047647 13.0778097)",service,,,,,,,,,,
"LINESTRING (-59.602752 13.0786472,-59.6021357 13.0783811)",service,,,,,,,,,,
"LINESTRING (-59.6043096 13.0776033,-59.604637 13.077732,-59.6046855 13.077751,-59.6047647 13.0778097,-59.6050111 13.0779922,-59.6052685 13.0782177)",primary,Hastings Road,asphalt,,no,2,,H7,,,
"LINESTRING (-59.6038973 13.0789382,-59.6032306 13.0783477)",residential,,,,,,,,,,
"LINESTRING (-59.6023599 13.0797591,-59.601616 13.0794023)",residential,7th Ave Harts Gap,,,,,,,,,
"LINESTRING (-59.602193 13.0803221,-59.6013567 13.0799385)",residential,6th Ave Harts Gap,,,,,,,,,
"LINESTRING (-59.6028801 13.076953,-59.6027707 13.0771491,-59.6025683 13.0775157,-59.6022627 13.078127,-59.6021357 13.0783811,-59.6019356 13.0787814,-59.601616 13.0794023,-59.6013567 13.0799385,-59.6012977 13.0800431,-59.6010394 13.0805669)",unclassified,Harts Gap,asphalt,,,,,,,,
"LINESTRING (-59.6015676 13.0815055,-59.6019657 13.0811673)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6015182 13.0811623,-59.6015289 13.0812369,-59.6015676 13.0815055,-59.6016364 13.081924,-59.6016235 13.0819596,-59.6015792 13.0819975,-59.6014491 13.0820693,-59.6013329 13.0821034,-59.6012091 13.0821398)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6014694 13.0823724,-59.6014357 13.0822822,-59.6013901 13.0822065,-59.6013329 13.0821034)",service,,,,,,,,,,
"LINESTRING (-59.6023661 13.0826796,-59.6020337 13.0811704)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.6032488 13.0832279,-59.6031524 13.0832333,-59.603056 13.0832592,-59.6029707 13.0833286)",tertiary,,asphalt,yes,,,,,,,
"LINESTRING (-59.6029884 13.0830214,-59.6027993 13.0824022,-59.6027057 13.082063,-59.6025106 13.0811835,-59.6025132 13.0811031,-59.6025286 13.0810228,-59.6025663 13.080933,-59.602632 13.080854,-59.6027294 13.0807688,-59.6028706 13.0806598,-59.6030065 13.0805313,-59.6031184 13.0803507,-59.6031846 13.0802,-59.6032571 13.0799885,-59.6033588 13.0796521,-59.6034453 13.0794494,-59.6035461 13.0792886,-59.6036484 13.0791687,-59.6038061 13.0790168,-59.6038973 13.0789382,-59.6039786 13.0788682,-59.6041435 13.0787512,-59.6042664 13.0786899,-59.6043397 13.0786625,-59.6044188 13.0786532,-59.6045529 13.0786545,-59.604722 13.0786777,-59.6051649 13.0787585,-59.6052684 13.0787689,-59.6053179 13.0787683,-59.6053691 13.0787593,-59.6054577 13.0787161,-59.6055665 13.0786441,-59.6056574 13.0785583)",tertiary,Garrison Road,asphalt,,,2,,,,,
"LINESTRING (-59.6066617 13.0815499,-59.6065471 13.0815376,-59.606368 13.0815284,-59.6062635 13.0815308,-59.6061167 13.0815376,-59.6060049 13.0815512,-59.6059225 13.0815785,-59.6058428 13.0816261,-59.6057422 13.0817037,-59.6052349 13.0820535,-59.6047164 13.0824415,-59.6041295 13.0829016,-59.6039464 13.0830309,-59.6037829 13.0831398,-59.6036082 13.0832065,-59.6034321 13.0832405,-59.6032488 13.0832279,-59.6031149 13.0831711,-59.6030486 13.0831127,-59.6029884 13.0830214)",tertiary,Garrison Road,asphalt,,,2,,,,,
"LINESTRING (-59.604266 13.0839752,-59.6042932 13.0838325)",residential,,,,,,,,,,
"LINESTRING (-59.6031641 13.0842428,-59.6031913 13.084227,-59.6034488 13.0841121,-59.6037277 13.0840389,-59.6038623 13.084,-59.603975 13.0839804,-59.6041507 13.0839648,-59.604266 13.0839752,-59.6042856 13.0840598,-59.6043183 13.0841019,-59.6044001 13.0841424,-59.6045503 13.0841803,-59.6046844 13.0841999)",residential,Sandbox Avenue,,,,,,,,,
"LINESTRING (-59.6046932 13.083906,-59.6046844 13.0841999,-59.6046878 13.0843183)",residential,Curwen Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6022709 13.0842703,-59.6024004 13.0843188,-59.6024745 13.0843141,-59.602515 13.0842966,-59.6027188 13.0841712,-59.6028583 13.0840981,-59.6029656 13.0840249,-59.6031587 13.0838995,-59.6033224 13.0837845,-59.6034497 13.0836971,-59.6035382 13.0836775,-59.6037166 13.0837075,-59.6042932 13.0838325,-59.6045662 13.0838917,-59.6046932 13.083906)",residential,Chelsea Road,asphalt,,,,,,,,
"LINESTRING (-59.6046932 13.083906,-59.6052071 13.0839152,-59.6058417 13.0839194,-59.6063057 13.0839225,-59.6067034 13.0839252,-59.6067922 13.0839173)",residential,Chelsea Road,asphalt,,,,,,,,
"LINESTRING (-59.6031641 13.0842428,-59.6032038 13.0843442,-59.6032185 13.0844291,-59.6031957 13.0844892,-59.60313 13.0845245,-59.6027934 13.0846943,-59.6027586 13.0847309,-59.6027438 13.0847818,-59.6027224 13.084825,-59.6026875 13.0848459,-59.6026111 13.084855,-59.6025708 13.0848472,-59.6025494 13.0848276,-59.6025373 13.0847897,-59.6025494 13.084629,-59.6025279 13.0844932,-59.6024745 13.0843141)",residential,,,,,,,,,,
"LINESTRING (-59.6015221 13.0854293,-59.6012015 13.0851169)",service,,,,,,,,driveway,,
"LINESTRING (-59.6052338 13.0850977,-59.6047125 13.0851094)",residential,,,,,,,,,,
"LINESTRING (-59.6023777 13.0852325,-59.6024045 13.0853631,-59.602422 13.0855591,-59.6024467 13.0864601,-59.6024749 13.0869067,-59.6025601 13.0877105)",residential,Jessamine Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6052071 13.0839152,-59.605231 13.0842617,-59.6052338 13.0850977,-59.6052395 13.0864526,-59.6052531 13.0874058,-59.6052684 13.0874513,-59.6053006 13.0874787,-59.6057836 13.0874679)",residential,Browns Avenue,,,,,,,,,
"LINESTRING (-59.5752824 13.0694474,-59.5749149 13.0694906)",residential,,,yes,,,,,,,
"LINESTRING (-59.5736953 13.0695024,-59.5732682 13.070166)",residential,Beckles Road,asphalt,,,,,,,,
"LINESTRING (-59.574882 13.069196,-59.5748959 13.0693517,-59.5749149 13.0694906,-59.5749308 13.0696078,-59.5749339 13.069759,-59.5749308 13.0699133,-59.5749022 13.070154)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.5752601 13.0691254,-59.5752824 13.0694474,-59.5753235 13.0701108)",residential,Bamboo Road,asphalt,,,,,,,,
"LINESTRING (-59.574245 13.0703684,-59.5742238 13.0699263,-59.5742109 13.0693613)",residential,Craigg Road,asphalt,,,,,,,,
"LINESTRING (-59.5783503 13.0697712,-59.5786936 13.0697881)",residential,,,,,,,,,,
"LINESTRING (-59.5775865 13.070067,-59.5776471 13.0699537,-59.5777688 13.0695376)",service,,asphalt,yes,,,,,parking_aisle,,
"LINESTRING (-59.577774 13.0702869,-59.5779747 13.069816,-59.5780235 13.0697781,-59.5781469 13.0697676,-59.5783503 13.0697712)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.5782328 13.0704533,-59.5783503 13.0697712)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.5785576 13.0705354,-59.5786936 13.0697881,-59.5787397 13.069586)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.5789411 13.0706102,-59.5790787 13.0698075,-59.5791391 13.0694861)",residential,,,,,,,,,,
"LINESTRING (-59.5793595 13.0708471,-59.5789602 13.070742)",service,,,,,,,,,,
"LINESTRING (-59.5798922 13.0708276,-59.5800183 13.0702559)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.5793684 13.0707066,-59.5793595 13.0708471,-59.5793579 13.0708715,-59.5793485 13.0709682,-59.5793405 13.0710113,-59.5793244 13.0710596,-59.5792895 13.0710975,-59.5792345 13.0711262,-59.5791809 13.071155,-59.5791366 13.0712151,-59.5791125 13.0712765,-59.579087 13.0713248,-59.5790495 13.0713444,-59.578973 13.0713431,-59.5789314 13.0713248,-59.5788993 13.0712817,-59.5788818 13.0712268,-59.5788791 13.0711328,-59.5788885 13.0710348,-59.5789127 13.0709708,-59.5789314 13.0709185,-59.5789602 13.070742,-59.5789802 13.0706189)",service,,,,,,,,,,
"LINESTRING (-59.580166 13.0708924,-59.5800508 13.0714072,-59.5799916 13.0716239)",service,,,,,,,,,,
"LINESTRING (-59.5757604 13.0690168,-59.5761776 13.0689729,-59.5763485 13.0689733,-59.5765047 13.0690068,-59.5766314 13.0690596,-59.5767585 13.0691265,-59.5768796 13.0692281,-59.5769976 13.0693483,-59.5772291 13.0696112,-59.5775865 13.070067,-59.5776976 13.0702052,-59.577774 13.0702869,-59.5778312 13.0703303,-59.5779055 13.0703646,-59.5782328 13.0704533,-59.5785576 13.0705354,-59.5789411 13.0706102,-59.5789802 13.0706189,-59.5791893 13.0706655,-59.5793684 13.0707066,-59.5795532 13.070749,-59.5798922 13.0708276,-59.580166 13.0708924,-59.5808044 13.0710435,-59.5812053 13.071143,-59.5813018 13.0711669,-59.5816043 13.0712419,-59.5819052 13.0713165)",primary,Worthing Main Road,asphalt,,no,2,,H7,,,
"LINESTRING (-59.5800508 13.0714072,-59.5801036 13.0714685,-59.5801197 13.0715547,-59.5801022 13.0716409,-59.5800741 13.071701,-59.5800627 13.0717167,-59.5800472 13.0717271,-59.5800332 13.0717311,-59.5800164 13.0717311,-59.5799996 13.0717232,-59.5799876 13.0717105,-59.5799829 13.0716853,-59.5799916 13.0716239)",service,,,,,,,,,,
"LINESTRING (-59.5812053 13.071143,-59.5811687 13.0712931,-59.5811446 13.0713114,-59.5810977 13.0713219,-59.5809864 13.0712892,-59.580863 13.0712618,-59.5807905 13.0712461,-59.5807409 13.0712513,-59.5807074 13.071267,-59.5806779 13.0713009,-59.5806524 13.0713532,-59.5805988 13.0716328,-59.5806082 13.0717033,-59.5806296 13.071732)",service,,,,,,,,,,
"LINESTRING (-59.5811687 13.0712931,-59.5811741 13.0713663,-59.5811728 13.071429,-59.5811634 13.0714943,-59.581091 13.0717334,-59.5810655 13.0717752,-59.5810252 13.0717961,-59.5809596 13.0717926,-59.580926 13.0717908,-59.580794 13.0717647,-59.5806438 13.0717349,-59.5806296 13.071732)",service,,,,,,,,,,
"LINESTRING (-59.580794 13.0717647,-59.5807436 13.0720181)",service,,,,,,,,,,
"LINESTRING (-59.5809596 13.0717926,-59.5809206 13.0719633,-59.5808925 13.0720181,-59.5808576 13.0720299,-59.5807436 13.0720181,-59.5806296 13.0719907,-59.5806055 13.071958,-59.5806068 13.0718901,-59.5806438 13.0717349)",service,,,,,,,,,,
"LINESTRING (-59.5817353 13.071938,-59.5816717 13.0719123,-59.5816448 13.0718914,-59.5816395 13.0718444,-59.5816784 13.0717033,-59.5817105 13.0715074,-59.5817159 13.0714394,-59.5816918 13.0713937,-59.5816328 13.0713571,-59.5816019 13.0713284,-59.5815912 13.0712866,-59.5816043 13.0712419)",service,,,,,,,,,,
"LINESTRING (-59.5824104 13.0714545,-59.5822762 13.0718963,-59.5822292 13.0719329,-59.582185 13.0719433,-59.5817604 13.0718472)",service,,,,,,,,,,
"LINESTRING (-59.5813018 13.0711669,-59.581102 13.0720054,-59.5811105 13.0720557,-59.5811494 13.0721145,-59.5812902 13.0721863,-59.5814525 13.0722151,-59.5816704 13.0722201)",service,,,,,,,,,,
"LINESTRING (-59.5831977 13.072136,-59.5833045 13.0716639)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.5565199 13.1034737,-59.5563201 13.1034769,-59.555543 13.1034291,-59.55492 13.1033747,-59.5546275 13.1033073,-59.5544132 13.103229,-59.5541899 13.1032116,-59.5539443 13.1032377,-59.5537768 13.1032964,-59.5536875 13.1033769,-59.5536495 13.103503,-59.553587 13.1039706)",residential,,,,,,,,,,
"LINESTRING (-59.5563288 13.1052563,-59.5548821 13.1051558)",residential,,,,,,,,,,
"LINESTRING (-59.5654097 13.1047927,-59.5658742 13.1049949,-59.5659088 13.1050373,-59.56593 13.1050841,-59.5659545 13.1052407,-59.5660617 13.1056647,-59.5662805 13.1060127,-59.5664078 13.106091,-59.5667383 13.1063085,-59.5668566 13.1064411,-59.5668858 13.1064883)",residential,,,,,,,,,,
"LINESTRING (-59.5627295 13.1066145,-59.5628654 13.1075376,-59.5628549 13.1076249)",residential,,,,,,,,,,
"LINESTRING (-59.5670433 13.1064731,-59.5671818 13.1076074,-59.5672295 13.1077268,-59.5673248 13.1078063)",residential,,,,,,,,,,
"LINESTRING (-59.5697351 13.1061593,-59.5691716 13.1062467,-59.5686655 13.1063044,-59.5680046 13.1063737,-59.5674368 13.1064305,-59.5671352 13.1064642,-59.5670433 13.1064731,-59.5668858 13.1064883,-59.5668252 13.1064941,-59.5662534 13.1065474,-59.5658547 13.1065901,-59.5655129 13.1066012,-59.5649019 13.1066187,-59.5643731 13.1066091,-59.5641534 13.1066028,-59.5638634 13.1065932,-59.5633514 13.1065916,-59.5631698 13.1065935,-59.5628659 13.1065977,-59.5627295 13.1066145,-59.5626571 13.1066358,-59.5625967 13.1066658,-59.5623365 13.106824,-59.5622231 13.1069117,-59.5620539 13.1070366,-59.5618076 13.1071584,-59.5615024 13.1072568,-59.5611923 13.1073542,-59.5611262 13.1073763,-59.5609756 13.1074268,-59.5607239 13.1074875,-59.5605534 13.1075127,-59.5604706 13.1075281,-59.5600802 13.1075742)",primary,Highway 5,,,,,60,H5,,,
"LINESTRING (-59.5499728 13.1233129,-59.5498864 13.122887,-59.5496654 13.122141,-59.5496171 13.1217335)",residential,,,,,,,,,,
"LINESTRING (-59.5500665 13.1217205,-59.5500893 13.1222275,-59.5501799 13.1225618,-59.5503654 13.1232599,-59.5504687 13.1239458)",unclassified,,,yes,,,,,,,
"LINESTRING (-59.5591507 13.1226838,-59.5589865 13.1219171,-59.558883 13.1214338,-59.5589012 13.121352,-59.5589613 13.121311)",residential,,,,,,,,,,
"LINESTRING (-59.5621306 13.1224836,-59.5624911 13.1224007)",primary,Highway 4,,,yes,,,H4,,,
"LINESTRING (-59.5624848 13.1225773,-59.5621306 13.1224836)",primary,Highway 4,asphalt,,yes,,,H4,,,
"LINESTRING (-59.5630908 13.1224249,-59.5628175 13.1225271)",primary,Highway 4,,,yes,,,H4,,,
"LINESTRING (-59.5625421 13.122642,-59.5624997 13.1226038,-59.5624848 13.1225773,-59.5624719 13.1225544,-59.5624618 13.1224989,-59.5624688 13.1224477,-59.5624911 13.1224007,-59.5625264 13.1223621,-59.5625719 13.1223353,-59.5626234 13.1223226,-59.5626764 13.1223252,-59.5627274 13.1223434,-59.5627705 13.1223756,-59.5628017 13.1224189,-59.5628182 13.1224693,-59.5628175 13.1225271,-59.5627976 13.1225815,-59.5627604 13.1226266,-59.5627204 13.1226513,-59.5627102 13.1226575,-59.5626524 13.1226706,-59.5625949 13.1226651,-59.5625813 13.1226592,-59.5625421 13.122642)",primary,Drax Hall Roundabout,asphalt,,,,,,,roundabout,
"LINESTRING (-59.562633 13.1230121,-59.5625813 13.1226592)",tertiary,Highway W,,,yes,,,HW,,,
"LINESTRING (-59.5627204 13.1226513,-59.562633 13.1230121)",tertiary,Highway W,,,yes,,60,HW,,,
"LINESTRING (-59.5697351 13.1061593,-59.5694965 13.1068178,-59.5693828 13.1070977,-59.5693144 13.1072309,-59.5692592 13.1073269,-59.5691883 13.1074124,-59.5691117 13.1074811,-59.5689893 13.107585,-59.5687244 13.1077903,-59.5685509 13.1079356,-59.568324 13.1081416,-59.5681122 13.1083731,-59.5678961 13.1086244,-59.5673579 13.1092112,-59.5671135 13.1094915,-59.5670144 13.109646,-59.5669451 13.1098207,-59.566855 13.1101177,-59.5668092 13.1102416,-59.5667432 13.1103422,-59.5666419 13.1104501,-59.566585 13.1104964,-59.5665432 13.110529,-59.5664602 13.1105701,-59.5662526 13.1106334,-59.5660563 13.1106609,-59.5659748 13.1106691,-59.5655766 13.110709,-59.5653757 13.1107319,-59.5653302 13.1107401,-59.5652718 13.1107764,-59.5652052 13.1108411,-59.5651239 13.1109815,-59.5649914 13.1114671,-59.5649212 13.1117324,-59.5648134 13.1119943,-59.5647395 13.1121286,-59.5646566 13.1122605,-59.5642829 13.1128484,-59.5642137 13.1129573,-59.5641846 13.1130053,-59.563611 13.1139605,-59.5632375 13.1147334,-59.5630824 13.1152433,-59.5630263 13.1155427,-59.562976 13.115882,-59.5629251 13.1167051,-59.5628289 13.118733,-59.562725 13.120826,-59.5627089 13.1215517,-59.5626933 13.1220236)",tertiary,Dash Valley,,,,,,HU,,,
"LINESTRING (-59.5656693 13.1220573,-59.5656533 13.1222552,-59.5656667 13.1224162,-59.5657024 13.1225053,-59.5657761 13.1225466,-59.5659436 13.1225793,-59.5673683 13.1227032,-59.5675738 13.1227315,-59.5676988 13.1228272,-59.5679372 13.1231024)",unclassified,,,,,,,,,,
"LINESTRING (-59.5688426 13.1231386,-59.5687723 13.1231615,-59.5679372 13.1231024)",unclassified,,,,,,,,,,
"LINESTRING (-59.569095 13.1203297,-59.5689317 13.1228122,-59.5688871 13.1230861,-59.5688426 13.1231386)",unclassified,,,,,,,,,,
"LINESTRING (-59.5499955 13.109112,-59.549979 13.1096187)",residential,,,,,,,,,,
"LINESTRING (-59.5611262 13.1073763,-59.561095 13.1069627)",service,,,,,,,,,,
"LINESTRING (-59.5562105 13.1076396,-59.555776 13.1076434,-59.5556215 13.1076479,-59.5554869 13.1076747,-59.5552862 13.1077427,-59.5550536 13.10784,-59.5548089 13.1079373,-59.5545834 13.1080093,-59.5544031 13.1080493,-59.5541595 13.1080741,-59.5537582 13.1081325,-59.553467 13.1081862,-59.5533079 13.1082244,-59.5531736 13.1082611,-59.5529316 13.108331,-59.5526217 13.108434,-59.552127 13.1085755,-59.5518973 13.1086549,-59.5515108 13.1087845,-59.5512458 13.1088681,-59.5509542 13.1089531,-59.5506395 13.1090262,-59.5503803 13.1090862,-59.5501918 13.1091204,-59.5499955 13.109112,-59.5497992 13.1091046,-59.5494497 13.1090807,-59.5491301 13.1090736,-59.5487849 13.109073,-59.5484435 13.1090715,-59.5481117 13.1090731,-59.5477256 13.109053,-59.5473721 13.109019,-59.5469031 13.1089825,-59.5467092 13.1089688,-59.5463981 13.1089486,-59.5459312 13.1089254)",primary,Highway 5,asphalt,,,,60,H5,,,
"LINESTRING (-59.5544588 13.1097909,-59.5520764 13.109753)",track,,,yes,,,,,,,
"LINESTRING (-59.549979 13.1096187,-59.549939 13.1101175,-59.5499367 13.110783,-59.5498474 13.1111135,-59.5497581 13.1112766)",track,,,,,,,,,,
"LINESTRING (-59.5519952 13.1111621,-59.5501848 13.1109906)",residential,,,,,,,,,,
"LINESTRING (-59.5530891 13.111096,-59.5520168 13.1110805)",residential,,,,,,,,,,
"LINESTRING (-59.5520409 13.1117158,-59.5517839 13.111693,-59.5511066 13.1115494,-59.5504826 13.1114168,-59.5500889 13.1113737,-59.5497581 13.1112766,-59.5493254 13.1112555,-59.5488228 13.1111914,-59.548496 13.1110975,-59.5482044 13.1110478,-59.5479571 13.1110168,-59.5476088 13.1109008,-59.5473354 13.110829,-59.5471902 13.1108356,-59.5470075 13.1109063,-59.5468294 13.1109848,-59.5466229 13.1109605,-59.5462871 13.1108798,-59.5460828 13.1108444,-59.545907 13.1108135,-59.5457141 13.1107682,-59.5455882 13.1106687)",track,,,,,,,,,,
"LINESTRING (-59.5545834 13.1080093,-59.5544973 13.1092143,-59.5544588 13.1097909,-59.5543599 13.1112707,-59.554317 13.1119813,-59.554257 13.1120231,-59.5538535 13.1120231,-59.5530467 13.1118977,-59.5521963 13.1117703,-59.5520409 13.1117158,-59.551958 13.1115955,-59.5519653 13.1114714,-59.5519694 13.1113408,-59.5519952 13.1111621,-59.5520168 13.1110805,-59.5520168 13.1108277,-59.5520168 13.1106772,-59.5520764 13.109753,-59.552127 13.1085755)",residential,,,yes,,,,,,,
"LINESTRING (-59.5505491 13.1131432,-59.5503639 13.1131292,-59.5503004 13.1130718,-59.5502868 13.1129657,-59.5504826 13.1114168)",track,,,,,,,,,,
"LINESTRING (-59.5538535 13.1120231,-59.5537861 13.112549,-59.5538088 13.1126087,-59.5538996 13.1126397,-59.5540244 13.112664,-59.5540607 13.1127148,-59.5540629 13.112896)",residential,,,,,,,,,,
"LINESTRING (-59.5533557 13.1131181,-59.5532184 13.1131516,-59.5510248 13.1131412,-59.5507021 13.113139,-59.5505491 13.1131432)",track,,,yes,,,,,,,
"LINESTRING (-59.5530467 13.1118977,-59.5530467 13.1120816,-59.5530982 13.1123575,-59.5532012 13.1125999,-59.5533042 13.1127503,-59.5534416 13.1128674,-59.5535188 13.1129342,-59.5535188 13.1130178,-59.5534416 13.113068,-59.5533557 13.1131181)",track,,,yes,,,,,,,
